x,y,value
0,0,1
0,4,1
0,7,1
1,1,1
1,5,1
1,6,1
2,2,1
2,6,1
2,3,1
3,3,1
3,7,1
3,2,1
4,4,1
4,0,1
4,5,1
5,5,1
5,1,1
5,4,1
6,6,1
6,2,1
6,1,1
7,7,1
7,3,1
7,0,1
