x,y,value
21,21,4
21,28,1
21,37,1
21,38,1
21,53,1
21,63,1
21,64,1
21,77,1
21,81,1
21,85,1
21,109,1
21,112,1
21,113,1
22,22,4
22,29,1
22,33,1
22,37,1
22,53,1
22,55,1
22,56,1
22,76,1
22,81,1
22,82,1
22,114,1
22,116,1
22,117,1
23,23,4
23,29,1
23,31,1
23,32,1
23,53,1
23,57,1
23,61,1
23,77,1
23,87,1
23,88,1
23,115,1
23,118,1
23,119,1
24,6,1
24,8,1
24,9,1
24,24,4
24,54,1
24,60,1
24,64,1
24,78,1
24,86,1
24,94,1
24,102,1
24,116,1
24,119,1
25,7,1
25,10,1
25,11,1
25,25,4
25,55,1
25,66,1
25,70,1
25,78,1
25,92,1
25,95,1
25,102,1
25,110,1
25,118,1
26,12,1
26,14,1
26,15,1
26,26,4
26,54,1
26,62,1
26,70,1
26,78,1
26,84,1
26,88,1
26,103,1
26,110,1
26,113,1
27,13,1
27,16,1
27,17,1
27,27,4
27,54,1
27,68,1
27,71,1
27,79,1
27,90,1
27,94,1
27,103,1
27,112,1
27,116,1
28,18,1
28,20,1
28,21,1
28,28,4
28,55,1
28,64,1
28,68,1
28,79,1
28,86,1
28,89,1
28,102,1
28,108,1
28,112,1
29,19,1
29,22,1
29,23,1
29,29,4
29,55,1
29,62,1
29,65,1
29,79,1
29,88,1
29,92,1
29,103,1
29,114,1
29,118,1
30,0,1
30,14,1
30,17,1
30,30,4
30,48,1
30,50,1
30,51,1
30,72,1
30,80,1
30,91,1
30,104,1
30,114,1
30,117,1
31,1,1
31,20,1
31,23,1
31,31,4
31,49,1
31,52,1
31,53,1
31,80,1
31,90,1
31,93,1
31,96,1
31,104,1
31,115,1
32,0,1
32,12,1
32,23,1
32,32,4
32,60,1
32,61,1
32,62,1
32,74,1
32,77,1
32,80,1
32,96,1
32,100,1
32,105,1
33,0,1
33,18,1
33,22,1
33,33,4
33,63,1
33,64,1
33,65,1
33,81,1
33,91,1
33,95,1
33,101,1
33,105,1
33,117,1
34,1,1
34,17,1
34,18,1
34,34,4
34,66,1
34,67,1
34,68,1
34,72,1
34,76,1
34,81,1
34,98,1
34,101,1
34,104,1
35,1,1
35,12,1
35,16,1
35,35,4
35,69,1
35,70,1
35,71,1
35,77,1
35,81,1
35,93,1
35,105,1
35,115,1
35,119,1
36,2,1
36,8,1
36,11,1
36,36,4
36,48,1
36,56,1
36,67,1
36,72,1
36,74,1
36,75,1
36,106,1
36,108,1
36,111,1
37,3,1
37,21,1
37,22,1
37,37,4
37,56,1
37,66,1
37,69,1
37,73,1
37,76,1
37,77,1
37,97,1
37,106,1
37,109,1
38,2,1
38,6,1
38,21,1
38,38,4
38,50,1
38,53,1
38,56,1
38,84,1
38,85,1
38,86,1
38,97,1
38,98,1
38,107,1
39,2,1
39,19,1
39,20,1
39,39,4
39,57,1
39,67,1
39,71,1
39,87,1
39,88,1
39,89,1
39,99,1
39,107,1
39,111,1
40,3,1
40,11,1
40,19,1
40,40,4
40,48,1
40,52,1
40,57,1
40,90,1
40,91,1
40,92,1
40,99,1
40,100,1
40,106,1
41,3,1
41,6,1
41,10,1
41,41,4
41,53,1
41,57,1
41,69,1
41,93,1
41,94,1
41,95,1
41,107,1
41,109,1
41,113,1
42,4,1
42,9,1
42,10,1
42,42,4
42,49,1
42,58,1
42,61,1
42,82,1
42,84,1
42,87,1
42,96,1
42,98,1
42,99,1
43,5,1
43,15,1
43,16,1
43,43,4
43,58,1
43,60,1
43,63,1
43,73,1
43,82,1
43,85,1
43,97,1
43,100,1
43,101,1
44,4,1
44,7,1
44,15,1
44,44,4
44,51,1
44,52,1
44,58,1
44,73,1
44,74,1
44,83,1
44,108,1
44,109,1
44,110,1
45,4,1
45,13,1
45,14,1
45,45,4
45,59,1
45,61,1
45,65,1
45,75,1
45,83,1
45,87,1
45,111,1
45,112,1
45,113,1
46,5,1
46,9,1
46,13,1
46,46,4
46,49,1
46,50,1
46,59,1
46,75,1
46,76,1
46,82,1
46,114,1
46,115,1
46,116,1
47,5,1
47,7,1
47,8,1
47,47,4
47,51,1
47,59,1
47,63,1
47,83,1
47,85,1
47,89,1
47,117,1
47,118,1
47,119,1
48,0,1
48,2,1
48,3,1
48,30,1
48,36,1
48,40,1
48,48,4
48,80,1
48,84,1
48,92,1
48,108,1
48,117,1
48,118,1
49,1,1
49,4,1
49,5,1
49,31,1
49,42,1
49,46,1
49,49,4
49,84,1
49,93,1
49,94,1
49,104,1
49,108,1
49,116,1
50,12,1
50,13,1
50,14,1
50,30,1
50,38,1
50,46,1
50,50,4
50,78,1
50,82,1
50,84,1
50,104,1
50,107,1
50,109,1
51,15,1
51,16,1
51,17,1
51,30,1
51,44,1
51,47,1
51,51,4
51,85,1
51,91,1
51,92,1
51,106,1
51,109,1
51,118,1
52,18,1
52,19,1
52,20,1
52,31,1
52,40,1
52,44,1
52,52,4
52,80,1
52,83,1
52,85,1
52,102,1
52,106,1
52,108,1
53,21,1
53,22,1
53,23,1
53,31,1
53,38,1
53,41,1
53,53,4
53,82,1
53,85,1
53,94,1
53,109,1
53,115,1
53,116,1
54,6,1
54,12,1
54,16,1
54,24,1
54,26,1
54,27,1
54,54,4
54,74,1
54,86,1
54,90,1
54,110,1
54,115,1
54,119,1
55,7,1
55,18,1
55,22,1
55,25,1
55,28,1
55,29,1
55,55,4
55,86,1
55,91,1
55,95,1
55,98,1
55,110,1
55,114,1
56,6,1
56,14,1
56,22,1
56,36,1
56,37,1
56,38,1
56,56,4
56,72,1
56,76,1
56,86,1
56,98,1
56,101,1
56,111,1
57,6,1
57,20,1
57,23,1
57,39,1
57,40,1
57,41,1
57,57,4
57,87,1
57,90,1
57,93,1
57,100,1
57,111,1
57,119,1
58,7,1
58,16,1
58,20,1
58,42,1
58,43,1
58,44,1
58,58,4
58,74,1
58,77,1
58,87,1
58,96,1
58,100,1
58,110,1
59,7,1
59,14,1
59,17,1
59,45,1
59,46,1
59,47,1
59,59,4
59,76,1
59,87,1
59,95,1
59,111,1
59,114,1
59,117,1
60,2,1
60,5,1
60,8,1
60,24,1
60,32,1
60,43,1
60,60,4
60,72,1
60,73,1
60,74,1
60,102,1
60,105,1
60,112,1
61,9,1
61,19,1
61,23,1
61,32,1
61,42,1
61,45,1
61,61,4
61,75,1
61,76,1
61,77,1
61,99,1
61,103,1
61,112,1
62,0,1
62,8,1
62,19,1
62,26,1
62,29,1
62,32,1
62,62,4
62,78,1
62,79,1
62,80,1
62,96,1
62,99,1
62,113,1
63,8,1
63,18,1
63,21,1
63,33,1
63,43,1
63,47,1
63,63,4
63,81,1
63,82,1
63,83,1
63,97,1
63,105,1
63,113,1
64,5,1
64,9,1
64,21,1
64,24,1
64,28,1
64,33,1
64,64,4
64,90,1
64,91,1
64,94,1
64,97,1
64,101,1
64,112,1
65,0,1
65,4,1
65,9,1
65,29,1
65,33,1
65,45,1
65,65,4
65,92,1
65,93,1
65,95,1
65,103,1
65,107,1
65,113,1
66,3,1
66,4,1
66,10,1
66,25,1
66,34,1
66,37,1
66,66,4
66,78,1
66,81,1
66,88,1
66,96,1
66,97,1
66,98,1
67,11,1
67,13,1
67,17,1
67,34,1
67,36,1
67,39,1
67,67,4
67,75,1
67,79,1
67,88,1
67,99,1
67,100,1
67,101,1
68,1,1
68,10,1
68,13,1
68,27,1
68,28,1
68,34,1
68,68,4
68,72,1
68,75,1
68,89,1
68,102,1
68,103,1
68,104,1
69,10,1
69,12,1
69,15,1
69,35,1
69,37,1
69,41,1
69,69,4
69,73,1
69,81,1
69,89,1
69,105,1
69,106,1
69,107,1
70,3,1
70,11,1
70,15,1
70,25,1
70,26,1
70,35,1
70,70,4
70,73,1
70,77,1
70,88,1
70,114,1
70,115,1
70,118,1
71,1,1
71,2,1
71,11,1
71,27,1
71,35,1
71,39,1
71,71,4
71,79,1
71,83,1
71,89,1
71,116,1
71,117,1
71,119,1
72,0,1
72,1,1
72,2,1
72,30,1
72,34,1
72,36,1
72,56,1
72,60,1
72,68,1
72,72,4
72,111,1
72,112,1
72,114,1
73,3,1
73,4,1
73,5,1
73,37,1
73,43,1
73,44,1
73,60,1
73,69,1
73,70,1
73,73,4
73,106,1
73,110,1
73,114,1
74,6,1
74,7,1
74,8,1
74,32,1
74,36,1
74,44,1
74,54,1
74,58,1
74,60,1
74,74,4
74,105,1
74,106,1
74,115,1
75,9,1
75,10,1
75,11,1
75,36,1
75,45,1
75,46,1
75,61,1
75,67,1
75,68,1
75,75,4
75,104,1
75,112,1
75,115,1
76,18,1
76,19,1
76,22,1
76,34,1
76,37,1
76,46,1
76,56,1
76,59,1
76,61,1
76,76,4
76,103,1
76,104,1
76,114,1
77,20,1
77,21,1
77,23,1
77,32,1
77,35,1
77,37,1
77,58,1
77,61,1
77,70,1
77,77,4
77,109,1
77,110,1
77,115,1
78,6,1
78,10,1
78,12,1
78,24,1
78,25,1
78,26,1
78,50,1
78,62,1
78,66,1
78,78,4
78,109,1
78,113,1
78,116,1
79,13,1
79,19,1
79,20,1
79,27,1
79,28,1
79,29,1
79,62,1
79,67,1
79,71,1
79,79,4
79,100,1
79,108,1
79,116,1
80,8,1
80,12,1
80,20,1
80,30,1
80,31,1
80,32,1
80,48,1
80,52,1
80,62,1
80,80,4
80,99,1
80,100,1
80,117,1
81,12,1
81,21,1
81,22,1
81,33,1
81,34,1
81,35,1
81,63,1
81,66,1
81,69,1
81,81,4
81,98,1
81,113,1
81,117,1
82,10,1
82,13,1
82,22,1
82,42,1
82,43,1
82,46,1
82,50,1
82,53,1
82,63,1
82,82,4
82,97,1
82,98,1
82,116,1
83,8,1
83,11,1
83,13,1
83,44,1
83,45,1
83,47,1
83,52,1
83,63,1
83,71,1
83,83,4
83,108,1
83,111,1
83,117,1
84,0,1
84,4,1
84,14,1
84,26,1
84,38,1
84,42,1
84,48,1
84,49,1
84,50,1
84,84,4
84,103,1
84,107,1
84,118,1
85,15,1
85,18,1
85,21,1
85,38,1
85,43,1
85,47,1
85,51,1
85,52,1
85,53,1
85,85,4
85,101,1
85,102,1
85,118,1
86,2,1
86,14,1
86,18,1
86,24,1
86,28,1
86,38,1
86,54,1
86,55,1
86,56,1
86,86,4
86,97,1
86,101,1
86,119,1
87,14,1
87,19,1
87,23,1
87,39,1
87,42,1
87,45,1
87,57,1
87,58,1
87,59,1
87,87,4
87,96,1
87,107,1
87,119,1
88,4,1
88,15,1
88,23,1
88,26,1
88,29,1
88,39,1
88,66,1
88,67,1
88,70,1
88,88,4
88,96,1
88,99,1
88,118,1
89,2,1
89,5,1
89,15,1
89,28,1
89,39,1
89,47,1
89,68,1
89,69,1
89,71,1
89,89,4
89,102,1
89,105,1
89,119,1
90,1,1
90,5,1
90,16,1
90,27,1
90,31,1
90,40,1
90,54,1
90,57,1
90,64,1
90,90,4
90,96,1
90,97,1
90,100,1
91,7,1
91,11,1
91,17,1
91,30,1
91,33,1
91,40,1
91,51,1
91,55,1
91,64,1
91,91,4
91,98,1
91,99,1
91,101,1
92,3,1
92,7,1
92,16,1
92,25,1
92,29,1
92,40,1
92,48,1
92,51,1
92,65,1
92,92,4
92,102,1
92,103,1
92,106,1
93,6,1
93,9,1
93,16,1
93,31,1
93,35,1
93,41,1
93,49,1
93,57,1
93,65,1
93,93,4
93,104,1
93,105,1
93,107,1
94,1,1
94,9,1
94,17,1
94,24,1
94,27,1
94,41,1
94,49,1
94,53,1
94,64,1
94,94,4
94,108,1
94,109,1
94,112,1
95,0,1
95,3,1
95,17,1
95,25,1
95,33,1
95,41,1
95,55,1
95,59,1
95,65,1
95,95,4
95,110,1
95,111,1
95,113,1
96,0,1
96,1,1
96,4,1
96,31,1
96,32,1
96,42,1
96,58,1
96,62,1
96,66,1
96,87,1
96,88,1
96,90,1
96,96,4
97,2,1
97,3,1
97,5,1
97,37,1
97,38,1
97,43,1
97,63,1
97,64,1
97,66,1
97,82,1
97,86,1
97,90,1
97,97,4
98,6,1
98,7,1
98,10,1
98,34,1
98,38,1
98,42,1
98,55,1
98,56,1
98,66,1
98,81,1
98,82,1
98,91,1
98,98,4
99,8,1
99,9,1
99,11,1
99,39,1
99,40,1
99,42,1
99,61,1
99,62,1
99,67,1
99,80,1
99,88,1
99,91,1
99,99,4
100,12,1
100,13,1
100,16,1
100,32,1
100,40,1
100,43,1
100,57,1
100,58,1
100,67,1
100,79,1
100,80,1
100,90,1
100,100,4
101,14,1
101,15,1
101,17,1
101,33,1
101,34,1
101,43,1
101,56,1
101,64,1
101,67,1
101,85,1
101,86,1
101,91,1
101,101,4
102,7,1
102,8,1
102,18,1
102,24,1
102,25,1
102,28,1
102,52,1
102,60,1
102,68,1
102,85,1
102,89,1
102,92,1
102,102,4
103,13,1
103,14,1
103,19,1
103,26,1
103,27,1
103,29,1
103,61,1
103,65,1
103,68,1
103,76,1
103,84,1
103,92,1
103,103,4
104,10,1
104,14,1
104,18,1
104,30,1
104,31,1
104,34,1
104,49,1
104,50,1
104,68,1
104,75,1
104,76,1
104,93,1
104,104,4
105,15,1
105,16,1
105,18,1
105,32,1
105,33,1
105,35,1
105,60,1
105,63,1
105,69,1
105,74,1
105,89,1
105,93,1
105,105,4
106,8,1
106,16,1
106,19,1
106,36,1
106,37,1
106,40,1
106,51,1
106,52,1
106,69,1
106,73,1
106,74,1
106,92,1
106,106,4
107,9,1
107,10,1
107,19,1
107,38,1
107,39,1
107,41,1
107,50,1
107,65,1
107,69,1
107,84,1
107,87,1
107,93,1
107,107,4
108,1,1
108,2,1
108,20,1
108,28,1
108,36,1
108,44,1
108,48,1
108,49,1
108,52,1
108,79,1
108,83,1
108,94,1
108,108,4
109,12,1
109,15,1
109,21,1
109,37,1
109,41,1
109,44,1
109,50,1
109,51,1
109,53,1
109,77,1
109,78,1
109,94,1
109,109,4
110,4,1
110,12,1
110,20,1
110,25,1
110,26,1
110,44,1
110,54,1
110,55,1
110,58,1
110,73,1
110,77,1
110,95,1
110,110,4
111,13,1
111,17,1
111,20,1
111,36,1
111,39,1
111,45,1
111,56,1
111,57,1
111,59,1
111,72,1
111,83,1
111,95,1
111,111,4
112,2,1
112,17,1
112,21,1
112,27,1
112,28,1
112,45,1
112,60,1
112,61,1
112,64,1
112,72,1
112,75,1
112,94,1
112,112,4
113,3,1
113,4,1
113,21,1
113,26,1
113,41,1
113,45,1
113,62,1
113,63,1
113,65,1
113,78,1
113,81,1
113,95,1
113,113,4
114,0,1
114,3,1
114,22,1
114,29,1
114,30,1
114,46,1
114,55,1
114,59,1
114,70,1
114,72,1
114,73,1
114,76,1
114,114,4
115,6,1
115,9,1
115,23,1
115,31,1
115,35,1
115,46,1
115,53,1
115,54,1
115,70,1
115,74,1
115,75,1
115,77,1
115,115,4
116,5,1
116,6,1
116,22,1
116,24,1
116,27,1
116,46,1
116,49,1
116,53,1
116,71,1
116,78,1
116,79,1
116,82,1
116,116,4
117,7,1
117,11,1
117,22,1
117,30,1
117,33,1
117,47,1
117,48,1
117,59,1
117,71,1
117,80,1
117,81,1
117,83,1
117,117,4
118,0,1
118,11,1
118,23,1
118,25,1
118,29,1
118,47,1
118,48,1
118,51,1
118,70,1
118,84,1
118,85,1
118,88,1
118,118,4
119,1,1
119,5,1
119,23,1
119,24,1
119,35,1
119,47,1
119,54,1
119,57,1
119,71,1
119,86,1
119,87,1
119,89,1
119,119,4
